rank,beam_id,position,token_id,token,token_probability,token_log_probability,cumulative_log_probability,cumulative_probability
1,100,1,1672, So,0.1740067546890535,-1.7486611604690552,-1.7486611604690552,0.1740067546890535
1,100,2,278, the,0.18421004137198418,-1.6916786432266235,-3.4403398036956787,0.03205379148027525
1,100,3,5141, answer,0.5610946226846308,-0.577865719795227,-4.018205523490906,0.017985210036236873
1,100,4,355, is,0.569527082595939,-0.5629489421844482,-4.581154465675354,0.010243064201813187
1,100,5,278, the,0.3160480336938422,-1.1518610715866089,-5.733015537261963,0.0032373002999828435
1,100,6,265, t,0.666232913803571,-0.40611594915390015,-6.139131486415863,0.002156796011714744
1,100,7,51647,eddy,0.9837924084378108,-0.01634037122130394,-6.155471857637167,0.002121839542873913
1,100,8,11154, bear,0.9918241913664698,-0.008209413848817348,-6.163681271485984,0.002104491788820319
1,100,9,296, in,0.4089402593726628,-0.8941861987113953,-7.05786747019738,0.0008606114179678204
1,100,10,836, about,0.8368754770222083,-0.1780799925327301,-7.23594746273011,0.0007202245909425788
1,100,11,229, ,0.9882763204052684,-0.011792943812906742,-7.247740406543016,0.0007117809086021213
1,100,12,1595,100,0.9989513438652304,-0.0010492063593119383,-7.248789612902328,0.0007110344951857038
1,100,13,40043, tokens,0.9612451934613555,-0.03952575847506523,-7.288315371377394,0.0006834784908824791
1,100,14,22,.,0.7631721436707258,-0.2702716588973999,-7.5585870302747935,0.0005216117450396142
1,100,15,1672, So,0.7450769305649031,-0.29426780343055725,-7.852854833705351,0.00038864087794071854
1,100,16,278, the,0.7436369070842935,-0.2962023913860321,-8.149057225091383,0.0002890077004383604
1,100,17,5141, answer,0.7196618931290635,-0.32897377014160156,-8.478030995232984,0.0002079878288263477
1,100,18,355, is,0.8757850368020924,-0.13263460993766785,-8.610665605170652,0.0001821526283230702
1,100,19,278, the,0.7020093946018855,-0.3538084924221039,-8.964474097592756,0.0001278728563342208
1,100,20,265, t,0.9715668203041603,-0.028845231980085373,-8.993319329572842,0.0001242370244318496
1,100,21,51647,eddy,0.9983561878609265,-0.0016451646806672215,-8.994964494253509,0.00012403280210296615
1,100,22,11154, bear,0.9989748982924883,-0.001025627483613789,-8.995990121737123,0.00012390565586574293
1,100,23,296, in,0.8215041386027508,-0.19661830365657806,-9.1926084253937,0.00010178900908999603
1,100,24,836, about,0.8915209816799976,-0.11482630670070648,-9.307434732094407,9.074703730814747e-05
1,100,25,229, ,0.9881773644370769,-0.011893078684806824,-9.319327810779214,8.967416815763825e-05
1,100,26,1595,100,0.99994635869545,-5.364274329622276e-05,-9.31938145352251,8.966935791827385e-05
1,100,27,40043, tokens,0.9974988232957823,-0.0025043098721653223,-9.321885763394675,8.944507900916651e-05
1,100,28,22,.,0.8997981933239958,-0.1055847704410553,-9.42747053383573,8.048252049417008e-05
1,100,29,1672, So,0.9120893562818781,-0.09201731532812119,-9.519487849163852,7.340725030947066e-05
1,100,30,278, the,0.829932057170804,-0.18641144037246704,-9.705899289536319,6.0923030260591124e-05
1,100,31,5141, answer,0.9238773822911902,-0.0791759192943573,-9.785075208830676,5.628540971840189e-05
1,100,32,355, is,0.9794453963786003,-0.0207687895745039,-9.80584399840518,5.512848543197206e-05
1,100,33,278, the,0.819561921701001,-0.19898532330989838,-10.004829321715079,4.518120746109266e-05
1,100,34,265, t,0.9920293358537688,-0.008002599701285362,-10.012831921416364,4.48210832306991e-05
1,100,35,51647,eddy,0.9991456423070797,-0.0008547228644602001,-10.013686644280824,4.478278999343593e-05
1,100,36,11154, bear,0.9994278845084504,-0.0005722792120650411,-10.01425892349289,4.475716906552587e-05
1,100,37,296, in,0.8621605988906839,-0.1483137160539627,-10.162572639546852,3.8587867686185375e-05
1,100,38,836, about,0.9630267229954332,-0.03767411783337593,-10.200246757380228,3.7161147765208474e-05
1,100,39,229, ,0.9948056362523453,-0.005207901354879141,-10.205454658735107,3.696811924643564e-05
1,100,40,1595,100,0.9999824765407688,-1.7523612768854946e-05,-10.205472182347876,3.696747143710517e-05
1,100,41,40043, tokens,0.9987369060973811,-0.0012638922780752182,-10.206736074625951,3.692077804933772e-05
1,100,42,22,.,0.9524016473637823,-0.048768434673547745,-10.255504509299499,3.516340983614182e-05
1,100,43,1672, So,0.9461041668902871,-0.05540260300040245,-10.310907112299901,3.326824856804468e-05
1,100,44,278, the,0.8035652361148842,-0.21869690716266632,-10.529604019462568,2.673320801570948e-05
1,100,45,5141, answer,0.9545096702150534,-0.046557504683732986,-10.5761615241463,2.551710556686528e-05
1,100,46,355, is,0.995094402364655,-0.004917669575661421,-10.581079193721962,2.5391928914135615e-05
1,100,47,278, the,0.8768922245738369,-0.13137118518352509,-10.712450378905487,2.226598503173711e-05
1,100,48,265, t,0.9965161288794999,-0.0034899539314210415,-10.715940332836908,2.2188413209515553e-05
1,100,49,51647,eddy,0.9996800254830662,-0.0003200257197022438,-10.71626035855661,2.218131348271731e-05
1,100,50,11154, bear,0.999734591384009,-0.00026544384309090674,-10.716525802399701,2.2175426371005e-05
1,100,51,296, in,0.895095728407317,-0.11082460731267929,-10.82735040971238,1.9849129420297544e-05
1,100,52,836, about,0.9669136175256313,-0.0336461178958416,-10.860996527608222,1.9192393532514337e-05
1,100,53,229, ,0.997914262862745,-0.002087915316224098,-10.863084442924446,1.915236324457076e-05
1,100,54,1595,100,0.9999716289935482,-2.8371408916427754e-05,-10.863112814333363,1.915181987274958e-05
1,100,55,40043, tokens,0.9992519257040844,-0.0007483542431145906,-10.863861168576477,1.9137492888582772e-05
1,100,56,22,.,0.9540766191387797,-0.047011297196149826,-10.910872465772627,1.825863451393149e-05
1,100,57,1672, So,0.9588184840148634,-0.042053498327732086,-10.95292596410036,1.7506716264829252e-05
1,100,58,278, the,0.8688855779106924,-0.1405438333749771,-11.093469797475336,1.5211333279084684e-05
1,100,59,5141, answer,0.9633593969342807,-0.03732873126864433,-11.13079852874398,1.4653980854305377e-05
1,100,60,355, is,0.9970640565996444,-0.002940261736512184,-11.133738790480493,1.461095759592724e-05
1,100,61,278, the,0.8792503116223973,-0.12868565320968628,-11.262424443690179,1.2846689019320659e-05
1,100,62,265, t,0.997852417555368,-0.002149891806766391,-11.264574335496945,1.281909969551112e-05
1,100,63,51647,eddy,0.999823958874181,-0.0001760566228767857,-11.264750392119822,1.2816843006768735e-05
1,100,64,11154, bear,0.9997933338125298,-0.00020668754586949944,-11.264957079665692,1.2814194198689122e-05
1,100,65,296, in,0.9184789634275558,-0.0850362777709961,-11.349993357436688,1.1769567804771383e-05
1,100,66,836, about,0.9764138876411281,-0.02386871725320816,-11.373862074689896,1.1491969456112685e-05
1,100,67,229, ,0.998981679418051,-0.0010188394226133823,-11.37488091411251,1.1480266947088397e-05
1,100,68,1595,100,0.9999789004002659,-2.109982233378105e-05,-11.374902013934843,1.1480024718050972e-05
1,100,69,40043, tokens,0.9995104088259088,-0.0004897110629826784,-11.375391724997826,1.1474404199270666e-05
1,100,70,22,.,0.966162906642326,-0.03442281857132912,-11.409814543569155,1.1086143713156257e-05
1,100,71,1672, So,0.9699342187934057,-0.0305270254611969,-11.440341569030352,1.075283014185164e-05
1,100,72,278, the,0.8731995417219581,-0.13559117913246155,-11.575932748162813,9.38936635207891e-06
1,100,73,5141, answer,0.970410075242876,-0.03003653883934021,-11.605969287002154,9.111535708203824e-06
1,100,74,355, is,0.9984252257673483,-0.001576015492901206,-11.607545302495055,9.097187096550657e-06
1,100,75,278, the,0.9073917400077426,-0.09718101471662521,-11.70472631721168,8.254712428715084e-06
1,100,76,265, t,0.9983532174134548,-0.0016481400234624743,-11.706374457235142,8.24111871203054e-06
1,100,77,51647,eddy,0.9998547049825197,-0.00014530557382386178,-11.706519762808966,8.239921318543218e-06
1,100,78,11154, bear,0.999835041556443,-0.00016497205069754273,-11.706684734859664,8.23856207394748e-06
1,100,79,296, in,0.9232010308131532,-0.07990826666355133,-11.786593001523215,7.605848999086462e-06
1,100,80,836, about,0.985011254174661,-0.015102212317287922,-11.801695213840503,7.491846861653246e-06
1,100,81,229, ,0.9993257303768863,-0.0006744970451109111,-11.802369710885614,7.486795336893413e-06
1,100,82,1595,100,0.9999878408000585,-1.2159273865108844e-05,-11.80238187015948,7.486704303451991e-06
1,100,83,40043, tokens,0.9997132646894823,-0.0002867764269467443,-11.802668646586426,7.484557600968787e-06
1,100,84,22,.,0.9734043610092062,-0.026955701410770416,-11.829624347997196,7.285501009007619e-06
1,100,85,1672, So,0.9811906464415026,-0.01898849941790104,-11.848612847415097,7.1484654446784055e-06
1,100,86,278, the,0.8787574402785828,-0.12924636900424957,-11.977859216419347,6.281767196085497e-06
1,100,87,5141, answer,0.987054612997915,-0.013029908761382103,-11.990889125180729,6.200447288675168e-06
1,100,88,355, is,0.9993462071478452,-0.0006540066679008305,-11.99154313184863,6.1963934805576684e-06
1,100,89,278, the,0.9124638772479488,-0.09160678088665009,-12.08314991273528,5.653985220223563e-06
1,100,90,265, t,0.9988660572282891,-0.001134586171247065,-12.084284498906527,5.647573924551731e-06
1,100,91,51647,eddy,0.9998924847781113,-0.00010752100206445903,-12.084392019908591,5.6469667243881e-06
1,100,92,11154, bear,0.9998914121268349,-0.00010859376925509423,-12.084500613677847,5.646353532281664e-06
1,100,93,296, in,0.9420559656305606,-0.05969059467315674,-12.144191208351003,5.319181029145129e-06
1,100,94,836, about,0.9841565555342131,-0.015970293432474136,-12.160161501783477,5.234906879906401e-06
1,100,95,229, ,0.9991563529616462,-0.0008440031087957323,-12.161005504892273,5.23049046622111e-06
1,100,96,1595,100,0.9999868871505255,-1.3112935448589269e-05,-12.161018617827722,5.230421879586949e-06
1,100,97,40043, tokens,0.9995958055220059,-0.0004042761866003275,-12.161422894014322,5.228307771945641e-06
1,100,98,22,.,0.9730078337247787,-0.027363145723938942,-12.188786039738261,5.087184419227253e-06
1,100,99,1672, So,0.9832712988497024,-0.016870206221938133,-12.2056562459602,5.00208243138155e-06
1,100,100,278, the,0.8551768083311039,-0.15644703805446625,-12.362103284014665,4.277664888677962e-06
