rank,beam_id,position,token_id,token,token_probability,token_log_probability,cumulative_log_probability,cumulative_probability
1,991,1,440, The,0.15356042204188722,-1.8736611604690552,-1.8736611604690552,0.15356042204188722
1,991,2,265, t,0.3553939965624489,-1.0345282554626465,-2.9081894159317017,0.05457445210328268
1,991,3,51647,eddy,0.8910141750753108,-0.1153949424624443,-3.023584358394146,0.04862661042099348
1,991,4,11154, bear,0.9778253256884337,-0.022424228489398956,-3.046008586883545,0.047548331172032526
1,991,5,296, in,0.3108668751990796,-1.1683905124664307,-4.214399099349976,0.01478120113238074
1,991,6,836, about,0.7051215898861983,-0.34938502311706543,-4.563784122467041,0.010422544042891982
1,991,7,229, ,0.9609875129617648,-0.03979386389255524,-4.603577986359596,0.010015934678513222
1,991,8,1595,100,0.9943523507114898,-0.005663657560944557,-4.609241643920541,0.009959368192152353
1,991,9,40043, tokens,0.9421543647127292,-0.05958614870905876,-4.6688277926296,0.00938326221201746
1,991,10,22,.,0.2284762509695259,-1.4763230085372925,-6.145150801166892,0.00214385257206577
1,991,11,440, The,0.7721647695731988,-0.2585573196411133,-6.403708120808005,0.001655407427308075
1,991,12,265, t,0.8930355532513355,-0.11312888562679291,-6.516837006434798,0.0014783376877024368
1,991,13,51647,eddy,0.9958428827067247,-0.004165782127529383,-6.521002788562328,0.0014721920645355882
1,991,14,11154, bear,0.9922498225930739,-0.007780366111546755,-6.528783154673874,0.0014607823148583686
1,991,15,296, in,0.7574668340066165,-0.27777552604675293,-6.806558680720627,0.001106494155208625
1,991,16,836, about,0.9260754331068078,-0.07679958641529083,-6.883358267135918,0.0010246970540149789
1,991,17,229, ,0.9739027375800688,-0.026443839073181152,-6.909802106209099,0.0009979552660954196
1,991,18,1595,100,0.9981408178841887,-0.0018609125399962068,-6.9116630187490955,0.0009960998855123155
1,991,19,40043, tokens,0.9861700494456899,-0.013926475308835506,-6.925589494057931,0.000982323873348526
1,991,20,22,.,0.90800118915015,-0.09650959074497223,-7.022099084802903,0.0008919512451310429
1,991,21,440, The,0.814509015666938,-0.20516978204250336,-7.227268866845407,0.0007265023306945855
1,991,22,265, t,0.9711572846180144,-0.0292668417096138,-7.25653570855502,0.0007055480307460125
1,991,23,51647,eddy,0.999317397030244,-0.0006828360492363572,-7.257218544604257,0.0007050664215649198
1,991,24,11154, bear,0.9975486436567372,-0.002454365836456418,-7.259672910440713,0.0007033380525199949
1,991,25,296, in,0.8237302793240936,-0.19391213357448578,-7.453585044015199,0.0005793608504615595
1,991,26,836, about,0.9630125737859742,-0.037688810378313065,-7.491273854393512,0.0005579317837538173
1,991,27,229, ,0.9908939567019346,-0.009147756733000278,-7.500421611126512,0.0005528512327735882
1,991,28,1595,100,0.9984794170344221,-0.0015217402251437306,-7.501943351351656,0.0005520105766065339
1,991,29,40043, tokens,0.9928564021670264,-0.007169235497713089,-7.509112586849369,0.000548067235047709
1,991,30,22,.,0.932085471043617,-0.07033076137304306,-7.579443348222412,0.0005108455069430167
1,991,31,440, The,0.8031483238877726,-0.21921586990356445,-7.798659218125977,0.00041028471266688326
1,991,32,265, t,0.9741834546270031,-0.026155641302466393,-7.824814859428443,0.00039969257876647165
1,991,33,51647,eddy,0.9991519496708938,-0.0008484101272188127,-7.825663269555662,0.00039935361934350744
1,991,34,11154, bear,0.997812180561788,-0.002190216211602092,-7.827853485767264,0.00039847990573238745
1,991,35,296, in,0.8639317569302265,-0.14626149833202362,-7.9741149840992875,0.0003442594450607725
1,991,36,836, about,0.9761392679290961,-0.02415001019835472,-7.998264994297642,0.0003360451626792994
1,991,37,229, ,0.9918668786911443,-0.008166375569999218,-8.006431369867641,0.0003333120666059745
1,991,38,1595,100,0.9988495250175705,-0.0011511372867971659,-8.007582507154439,0.0003329285994120025
1,991,39,40043, tokens,0.9929177475667683,-0.0071074506267905235,-8.01468995778123,0.00033057071502872435
1,991,40,22,.,0.9418150283205645,-0.05994638428092003,-8.07463634206215,0.0003113364673367273
1,991,41,440, The,0.8009579457171219,-0.2219468355178833,-8.296583177580032,0.00024936741730485095
1,991,42,265, t,0.9802561869447725,-0.01994132623076439,-8.316524503810797,0.000244443953635519
1,991,43,51647,eddy,0.9991799171082788,-0.0008204193436540663,-8.317344923154451,0.00024424348933115784
1,991,44,11154, bear,0.9981169463870067,-0.0018848287872970104,-8.319229751941748,0.0002437835657461227
1,991,45,296, in,0.9015587060288557,-0.10363011807203293,-8.422859870013781,0.00021978519608517488
1,991,46,836, about,0.9737441294440008,-0.026606710627675056,-8.449466580641456,0.00021401454442663762
1,991,47,229, ,0.9922562779471709,-0.007773860357701778,-8.457240440999158,0.0002123572752793349
1,991,48,1595,100,0.9987735311603205,-0.0012272215681150556,-8.458467662567273,0.00021209682569832555
1,991,49,40043, tokens,0.9937365254448969,-0.006283172406256199,-8.464750834973529,0.00021076836262734597
1,991,50,22,.,0.9556433854624222,-0.04537046328186989,-8.510121298255399,0.00020141939160956836
1,991,51,440, The,0.8319670316783939,-0.18396246433258057,-8.69408376258798,0.0001675742933598806
1,991,52,265, t,0.9882918054042712,-0.011777275241911411,-8.70586103782989,0.00016561230092398138
1,991,53,51647,eddy,0.9994175252794354,-0.000582644424866885,-8.706443682254758,0.0001655158359452786
1,991,54,11154, bear,0.9982534211867913,-0.0017481058603152633,-8.708191788115073,0.00016522674949296604
1,991,55,296, in,0.9380289402088765,-0.06397447735071182,-8.772166265465785,0.00015498747272104448
1,991,56,836, about,0.9832452518077072,-0.016896696761250496,-8.789062962227035,0.00015239069664264352
1,991,57,229, ,0.9948520023454891,-0.005161294247955084,-8.79422425647499,0.0001516061896937579
1,991,58,1595,100,0.9987087256221919,-0.001292108790948987,-8.79551636526594,0.00015141042450548923
1,991,59,40043, tokens,0.9944244899153686,-0.00559111125767231,-8.801107476523612,0.00015056623415674055
1,991,60,22,.,0.9682260656338962,-0.03228968009352684,-8.833397156617139,0.00014578215251489287
1,991,61,440, The,0.8813932239603713,-0.12625141441822052,-8.959648571035359,0.00012849140140098398
1,991,62,265, t,0.993265748521628,-0.006757028866559267,-8.966405599901918,0.00012762610799114133
1,991,63,51647,eddy,0.9994349098433074,-0.000565249880310148,-8.966970849782228,0.00012755398773377856
1,991,64,11154, bear,0.9989274335630335,-0.001073142047971487,-8.9680439918302,0.00012741717760763406
1,991,65,296, in,0.9657635818240501,-0.034836214035749435,-9.00288020586595,0.00012305486983225984
1,991,66,836, about,0.986491409694185,-0.013600661419332027,-9.016480867285281,0.00012139257201056044
1,991,67,229, ,0.9969050408801149,-0.0030997584108263254,-9.019580625696108,0.00012101686696273005
1,991,68,1595,100,0.9988394155647783,-0.0011612584348767996,-9.020741884130985,0.00012087641667053381
1,991,69,40043, tokens,0.9952951153273587,-0.004715987481176853,-9.025457871612161,0.0001203077070704568
1,991,70,22,.,0.9671008945970467,-0.03345245122909546,-9.058910322841257,0.00011634969113475822
1,991,71,440, The,0.8769819844148843,-0.13126882910728455,-9.190179151948541,0.00010203658301741914
1,991,72,265, t,0.9917052959950738,-0.008329296484589577,-9.198508448433131,0.00010119021976361557
1,991,73,51647,eddy,0.9994246695076489,-0.0005754960584454238,-9.199083944491576,0.00010113200194465785
1,991,74,11154, bear,0.9987260855324056,-0.0012747265864163637,-9.200358671077993,0.00010100316842424376
1,991,75,296, in,0.9589913427322769,-0.041873231530189514,-9.242231902608182,9.686116410737983e-05
1,991,76,836, about,0.9875785793414522,-0.012499211356043816,-9.254731113964226,9.565801084252544e-05
1,991,77,229, ,0.997405957564941,-0.0025974127929657698,-9.257328526757192,9.54098699031466e-05
1,991,78,1595,100,0.9991815833333826,-0.0008187517523765564,-9.258147278509568,9.533178487545806e-05
1,991,79,40043, tokens,0.9950470695359497,-0.004965236876159906,-9.263112515385728,9.48596131739561e-05
1,991,80,22,.,0.971640643747621,-0.028769250959157944,-9.291881766344886,9.216945560999302e-05
1,991,81,440, The,0.9044746449661742,-0.10040100663900375,-9.39228277298389,8.336493563957398e-05
1,991,82,265, t,0.9925865499872093,-0.007441066205501556,-9.399723839189392,8.274691385639049e-05
1,991,83,51647,eddy,0.9994954034270155,-0.000504723924677819,-9.40022856311407,8.270516004723351e-05
1,991,84,11154, bear,0.9984550540158939,-0.0015461406437680125,-9.401774703757837,8.257738504235368e-05
1,991,85,296, in,0.963423455437639,-0.037262238562107086,-9.439036942319945,7.955698963850879e-05
1,991,86,836, about,0.98969227830276,-0.01036121416836977,-9.449398156488314,7.873693833024483e-05
1,991,87,229, ,0.995818766491493,-0.004189999308437109,-9.453588155796751,7.840772080534118e-05
1,991,88,1595,100,0.9988664139855588,-0.0011342290090397,-9.454722384805791,7.831883890961203e-05
1,991,89,40043, tokens,0.9939667226701989,-0.0060515510849654675,-9.460773935890757,7.784631963432232e-05
1,991,90,22,.,0.9658805661425267,-0.034715089946985245,-9.495489025837742,7.519024728051134e-05
